Time:2015/6/20 16:03:36-Trace>>OnEntitySyncQueue execute count:10, success:0/total 10, fail:0 start...
Time:2015/6/20 16:43:24-Trace>>OnEntitySyncQueue execute count:10, success:0/total 10, fail:0 start...


Time:2015/6/20 16:43:24-Trace>>OnEntitySyncQueue execute count:23, success:9/total 33, fail:1 start...


Time:2015/6/20 16:43:24-Trace>>OnEntitySyncQueue execute count:10, success:32/total 43, fail:1 start...


Time:2015/6/20 16:44:17-Trace>>OnEntitySyncQueue execute count:1, success:42/total 44, fail:1 start...


Time:2015/6/20 16:46:20-Trace>>OnEntitySyncQueue execute count:1, success:43/total 45, fail:1 start...


Time:2015/6/20 16:46:28-Trace>>OnEntitySyncQueue execute count:1, success:44/total 46, fail:1 start...


Time:2015/6/20 16:49:45-Trace>>OnEntitySyncQueue execute count:10, success:0/total 10, fail:0 start...


Time:2015/6/20 16:49:45-Trace>>OnEntitySyncQueue execute count:23, success:8/total 33, fail:2 start...


Time:2015/6/20 16:49:45-Trace>>OnEntitySyncQueue execute count:10, success:31/total 43, fail:2 start...


Time:2015/6/20 16:50:14-Trace>>OnEntitySyncQueue execute count:1, success:41/total 44, fail:2 start...


Time:2015/6/20 16:52:15-Trace>>OnEntitySyncQueue execute count:10, success:0/total 10, fail:0 start...


Time:2015/6/20 16:52:15-Trace>>OnEntitySyncQueue execute count:10, success:10/total 20, fail:0 start...


Time:2015/6/20 16:52:20-Trace>>OnEntitySyncQueue execute count:1, success:20/total 21, fail:0 start...


Time:2015/6/20 16:54:24-Trace>>OnEntitySyncQueue execute count:10, success:0/total 10, fail:0 start...


Time:2015/6/20 16:54:25-Trace>>OnEntitySyncQueue execute count:10, success:10/total 20, fail:0 start...


Time:2015/6/20 16:54:37-Trace>>OnEntitySyncQueue execute count:1, success:20/total 21, fail:0 start...


Time:2015/6/20 16:54:43-Trace>>OnEntitySyncQueue execute count:1, success:21/total 22, fail:0 start...


Time:2015/6/20 16:54:48-Trace>>OnEntitySyncQueue execute count:1, success:22/total 23, fail:0 start...


Time:2015/6/20 16:54:49-Trace>>OnEntitySyncQueue execute count:1, success:23/total 24, fail:0 start...


Time:2015/6/20 16:55:12-Trace>>OnEntitySyncQueue execute count:1, success:24/total 25, fail:0 start...


Time:2015/6/20 16:55:27-Trace>>OnEntitySyncQueue execute count:1, success:25/total 26, fail:0 start...


Time:2015/6/20 16:55:28-Trace>>OnEntitySyncQueue execute count:1, success:26/total 27, fail:0 start...


Time:2015/6/20 16:55:31-Trace>>OnEntitySyncQueue execute count:1, success:27/total 28, fail:0 start...


Time:2015/6/20 16:55:35-Trace>>OnEntitySyncQueue execute count:1, success:28/total 29, fail:0 start...


Time:2015/6/20 16:55:37-Trace>>OnEntitySyncQueue execute count:1, success:29/total 30, fail:0 start...


Time:2015/6/20 16:55:38-Trace>>OnEntitySyncQueue execute count:1, success:30/total 31, fail:0 start...


Time:2015/6/20 16:55:44-Trace>>OnEntitySyncQueue execute count:1, success:31/total 32, fail:0 start...


Time:2015/6/20 16:59:40-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2015/6/20 16:59:55-Trace>>OnEntitySyncQueue execute count:1, success:1/total 2, fail:0 start...


